./images/testData/0.jpg,0
./images/testData/1.jpg,0
./images/testData/2.jpg,0
./images/testData/3.jpg,0
./images/testData/4.jpg,0
./images/testData/5.jpg,0
./images/testData/6.jpg,0
./images/testData/7.jpg,0
./images/testData/8.jpg,0
./images/testData/9.jpg,0
./images/testData/10.jpg,0
./images/testData/11.jpg,0
./images/testData/12.jpg,0
./images/testData/13.jpg,0
./images/testData/14.jpg,0
./images/testData/15.jpg,0
./images/testData/16.jpg,0
./images/testData/17.jpg,0
./images/testData/18.jpg,0
./images/testData/19.jpg,0
./images/testData/20.jpg,1
./images/testData/21.jpg,0
./images/testData/22.jpg,0
./images/testData/23.jpg,0
./images/testData/24.jpg,0
./images/testData/25.jpg,0
./images/testData/26.jpg,0
./images/testData/27.jpg,0
./images/testData/28.jpg,0
./images/testData/29.jpg,0
./images/testData/30.jpg,0
./images/testData/31.jpg,0
./images/testData/32.jpg,0
./images/testData/33.jpg,0
./images/testData/34.jpg,0
./images/testData/35.jpg,0
./images/testData/36.jpg,0
./images/testData/37.jpg,0
./images/testData/38.jpg,0
./images/testData/39.jpg,0
./images/testData/40.jpg,0
./images/testData/41.jpg,0
./images/testData/42.jpg,0
./images/testData/43.jpg,0
./images/testData/44.jpg,0
./images/testData/45.jpg,0
./images/testData/46.jpg,0
./images/testData/47.jpg,0
./images/testData/48.jpg,0
./images/testData/49.jpg,0
./images/testData/50.jpg,0
./images/testData/51.jpg,0
./images/testData/52.jpg,0
./images/testData/53.jpg,0
./images/testData/54.jpg,0
./images/testData/55.jpg,0
./images/testData/56.jpg,0
./images/testData/57.jpg,0
./images/testData/58.jpg,0
./images/testData/59.jpg,0
./images/testData/60.jpg,0
./images/testData/61.jpg,0
./images/testData/62.jpg,0
./images/testData/63.jpg,0
./images/testData/64.jpg,0
./images/testData/65.jpg,1
./images/testData/66.jpg,0
./images/testData/67.jpg,0
./images/testData/68.jpg,0
./images/testData/69.jpg,0
./images/testData/70.jpg,0
./images/testData/71.jpg,0
./images/testData/72.jpg,0
./images/testData/73.jpg,0
./images/testData/74.jpg,0
./images/testData/75.jpg,0
./images/testData/76.jpg,0
./images/testData/77.jpg,0
./images/testData/78.jpg,0
./images/testData/79.jpg,0
./images/testData/80.jpg,0
./images/testData/81.jpg,0
./images/testData/82.jpg,1
./images/testData/83.jpg,0
./images/testData/84.jpg,0
./images/testData/85.jpg,0
./images/testData/86.jpg,0
./images/testData/87.jpg,0
./images/testData/88.jpg,0
./images/testData/89.jpg,0
./images/testData/90.jpg,0
./images/testData/91.jpg,0
./images/testData/92.jpg,0
./images/testData/93.jpg,0
